,Lat,Lon,SMS,SM1,SDS,SD1,
3279,34.05999,-118.31217,2.306,1.231,1.537,0.821,1.15275
3280,34.07652,-118.31219,2.466,1.326,1.644,0.884,1.233
3281,33.97485,-118.31222,1.822,0.991,1.215,0.661,0.91125
3282,34.07931,-118.31231,2.478,1.342,1.652,0.895,1.239
3283,34.07648,-118.31231,2.466,1.326,1.644,0.884,1.233
3284,34.09204,-118.31233,2.42,1.292,1.614,0.861,1.2105
3285,34.07859,-118.31234,2.484,1.338,1.656,0.892,1.242
3286,34.0604,-118.31237,2.309,1.233,1.54,0.822,1.155
3287,34.08785,-118.31238,2.418,1.299,1.612,0.866,1.209
3288,34.09658,-118.31239,2.455,1.302,1.637,0.868,1.22775
3289,34.25865,-118.31241,2.633,1.422,1.756,0.948,1.317
3290,34.09249,-118.31241,2.423,1.293,1.615,0.862,1.21125
3291,34.09897,-118.31244,2.474,1.307,1.649,0.872,1.23675
3292,34.06809,-118.31246,2.384,1.278,1.59,0.852,1.1925
3293,34.0685,-118.31247,2.388,1.28,1.592,0.854,1.194
3294,34.0576,-118.31247,2.282,1.217,1.521,0.811,1.14075
3295,34.07656,-118.31249,2.466,1.326,1.644,0.884,1.233
3296,34.05602,-118.31249,2.266,1.207,1.511,0.805,1.13325
3297,34.05481,-118.31249,2.254,1.2,1.503,0.8,1.12725
3298,34.07859,-118.3125,2.481,1.338,1.654,0.892,1.2405
3299,34.06549,-118.3125,2.359,1.263,1.573,0.842,1.17975
3300,34.05878,-118.3125,2.293,1.224,1.529,0.816,1.14675
3301,34.07999,-118.31251,2.47,1.339,1.647,0.893,1.23525
3302,34.07905,-118.31254,2.477,1.34,1.651,0.893,1.23825
3303,34.0604,-118.31256,2.309,1.233,1.539,0.822,1.15425
3304,34.09205,-118.31257,2.417,1.291,1.611,0.86,1.20825
3305,34.04403,-118.31259,2.171,1.155,1.448,0.77,1.086
3306,34.09896,-118.3126,2.471,1.308,1.648,0.872,1.236
3307,34.04417,-118.3126,2.172,1.155,1.448,0.77,1.086
3308,34.04222,-118.3126,2.161,1.15,1.441,0.766,1.08075
3309,34.04636,-118.31261,2.185,1.161,1.457,0.774,1.09275
3310,34.04616,-118.31261,2.184,1.161,1.456,0.774,1.092
3311,34.04593,-118.31261,2.182,1.16,1.455,0.773,1.09125
3312,34.04377,-118.31262,2.17,1.154,1.447,0.769,1.08525
3313,34.04198,-118.31265,2.16,1.149,1.44,0.766,1.08
3314,34.0806,-118.31268,2.463,1.335,1.642,0.89,1.2315
3315,34.04659,-118.31269,2.186,1.162,1.457,0.775,1.09275
3316,34.10367,-118.31274,2.608,1.418,1.739,0.945,1.30425
3317,34.07287,-118.31276,2.43,1.305,1.62,0.87,1.215
3318,34.0604,-118.31276,2.308,1.233,1.539,0.822,1.15425
3319,34.10342,-118.31277,2.599,1.411,1.733,0.941,1.29975
3320,34.08433,-118.31277,2.436,1.314,1.624,0.876,1.218
3321,34.08413,-118.31277,2.437,1.315,1.625,0.877,1.21875
3322,34.04393,-118.31277,2.171,1.154,1.447,0.77,1.08525
3323,34.07998,-118.31284,2.465,1.337,1.643,0.891,1.23225
3324,34.07899,-118.31286,2.472,1.339,1.648,0.893,1.236
3325,34.10083,-118.31287,2.506,1.335,1.67,0.89,1.2525
3326,34.08732,-118.31287,2.414,1.297,1.609,0.865,1.20675
3327,34.09348,-118.31289,2.423,1.293,1.616,0.862,1.212
3328,34.05383,-118.31289,2.243,1.194,1.496,0.796,1.122
3329,34.05367,-118.31289,2.242,1.193,1.494,0.795,1.1205
3330,34.05827,-118.3129,2.287,1.22,1.525,0.814,1.14375
3331,34.05751,-118.3129,2.28,1.216,1.52,0.811,1.14
3332,34.05428,-118.3129,2.248,1.197,1.498,0.798,1.1235
3333,34.0572,-118.31291,2.277,1.214,1.518,0.809,1.1385
3334,34.05687,-118.31291,2.273,1.212,1.516,0.808,1.137
3335,34.05705,-118.31292,2.275,1.213,1.517,0.809,1.13775
3336,34.05999,-118.31295,2.304,1.23,1.536,0.82,1.152
3337,34.25865,-118.31299,2.632,1.421,1.755,0.947,1.31625
3338,34.07656,-118.31299,2.464,1.326,1.643,0.884,1.23225
3339,34.04492,-118.31301,2.176,1.157,1.451,0.771,1.08825
3340,34.04464,-118.31301,2.174,1.156,1.449,0.771,1.08675
3341,34.10563,-118.31303,2.677,1.449,1.785,0.966,1.33875
3342,34.10563,-118.31303,2.677,1.449,1.785,0.966,1.33875
3343,34.06517,-118.31312,2.354,1.26,1.569,0.84,1.17675
3344,34.09303,-118.31314,2.416,1.29,1.611,0.86,1.20825
3345,34.06878,-118.31315,2.389,1.281,1.593,0.854,1.19475
3346,34.06824,-118.31315,2.384,1.278,1.589,0.852,1.19175
3347,34.07695,-118.31316,2.467,1.328,1.645,0.885,1.23375
3348,34.06561,-118.31316,2.358,1.263,1.572,0.842,1.179
3349,34.06419,-118.31316,2.344,1.255,1.563,0.836,1.17225
3350,34.06371,-118.31316,2.34,1.252,1.56,0.835,1.17
3351,34.07961,-118.31318,2.462,1.336,1.641,0.89,1.23075
3352,34.06784,-118.31318,2.38,1.276,1.587,0.851,1.19025
3353,34.04537,-118.31318,2.178,1.158,1.452,0.772,1.089
3354,34.07899,-118.31319,2.467,1.339,1.644,0.892,1.233
3355,34.06645,-118.31319,2.366,1.268,1.578,0.845,1.1835
3356,34.05401,-118.31319,2.244,1.195,1.496,0.797,1.122
3357,34.0661,-118.3132,2.363,1.266,1.575,0.844,1.18125
3358,34.06548,-118.3132,2.357,1.262,1.571,0.841,1.17825
3359,34.02579,-118.3132,2.064,1.104,1.376,0.736,1.032
3360,34.09408,-118.31323,2.423,1.293,1.615,0.862,1.21125
3361,34.09476,-118.31324,2.428,1.295,1.619,0.863,1.21425
3362,34.07859,-118.31324,2.469,1.337,1.646,0.891,1.2345
3363,34.09281,-118.31325,2.412,1.289,1.608,0.859,1.206
3364,34.25863,-118.31326,2.632,1.421,1.755,0.947,1.31625
3365,34.08198,-118.31326,2.444,1.322,1.629,0.882,1.22175
3366,34.04549,-118.31327,2.179,1.158,1.452,0.772,1.089
3367,34.10426,-118.31328,2.626,1.437,1.751,0.958,1.31325
3368,34.10369,-118.3133,2.605,1.421,1.737,0.947,1.30275
3369,34.10355,-118.3133,2.6,1.417,1.734,0.944,1.3005
3370,34.10383,-118.31331,2.61,1.425,1.74,0.95,1.305
3371,34.10498,-118.31332,2.653,1.449,1.768,0.966,1.326
3372,34.10117,-118.31336,2.512,1.347,1.675,0.898,1.25625
3373,34.08722,-118.31337,2.407,1.294,1.604,0.863,1.203
3374,34.25834,-118.31341,2.63,1.42,1.753,0.946,1.31475
3375,34.25855,-118.31342,2.631,1.42,1.754,0.947,1.3155
3376,34.0428,-118.31344,2.163,1.151,1.442,0.767,1.0815
3377,34.04157,-118.31344,2.156,1.147,1.437,0.765,1.07775
3378,34.04106,-118.31344,2.153,1.146,1.435,0.764,1.07625
3379,34.04045,-118.31344,2.149,1.144,1.433,0.763,1.07475
3380,34.01118,-118.31344,1.978,1.062,1.318,0.708,0.9885
3381,34.04468,-118.31345,2.174,1.156,1.449,0.771,1.08675
3382,34.04438,-118.31346,2.172,1.155,1.448,0.77,1.086
3383,34.05702,-118.31348,2.273,1.212,1.516,0.808,1.137
3384,34.04274,-118.31348,2.162,1.151,1.442,0.767,1.0815
3385,34.05603,-118.31351,2.264,1.207,1.509,0.804,1.13175
3386,34.05427,-118.31351,2.246,1.196,1.497,0.797,1.12275
3387,34.05786,-118.31352,2.282,1.217,1.521,0.812,1.14075
3388,34.05498,-118.31352,2.253,1.2,1.502,0.8,1.1265
3389,34.05753,-118.31353,2.278,1.215,1.519,0.81,1.13925
3390,34.10248,-118.31368,2.558,1.386,1.705,0.924,1.27875
3391,34.06617,-118.31369,2.362,1.266,1.575,0.844,1.18125
3392,34.07869,-118.31371,2.46,1.336,1.64,0.891,1.23
3393,34.07914,-118.31372,2.457,1.333,1.638,0.889,1.2285
3394,34.0677,-118.31372,2.377,1.274,1.585,0.85,1.18875
3395,34.06699,-118.31372,2.37,1.27,1.58,0.847,1.185
3396,34.06685,-118.31372,2.369,1.27,1.579,0.846,1.18425
3397,34.0663,-118.31372,2.363,1.266,1.576,0.844,1.182
3398,34.09255,-118.31375,2.403,1.285,1.602,0.857,1.2015
3399,34.06366,-118.31375,2.338,1.251,1.558,0.834,1.1685
3400,34.07967,-118.3138,2.451,1.33,1.634,0.887,1.2255
3401,34.10083,-118.31381,2.495,1.338,1.663,0.892,1.24725
3402,34.09405,-118.31384,2.414,1.291,1.609,0.86,1.20675
3403,34.05877,-118.31391,2.29,1.222,1.526,0.815,1.1445
3404,34.07608,-118.31392,2.457,1.322,1.638,0.881,1.2285
3405,34.05547,-118.31392,2.257,1.203,1.505,0.802,1.12875
3406,34.05786,-118.31393,2.281,1.217,1.52,0.811,1.14
3407,34.05687,-118.31393,2.271,1.211,1.514,0.807,1.1355
3408,34.05671,-118.31393,2.269,1.21,1.513,0.807,1.13475
3409,34.06044,-118.31394,2.306,1.232,1.537,0.821,1.15275
3410,34.10457,-118.31395,2.635,1.448,1.757,0.965,1.31775
3411,34.10344,-118.31396,2.592,1.416,1.728,0.944,1.296
3412,34.1028,-118.31396,2.568,1.397,1.712,0.931,1.284
3413,34.10241,-118.31396,2.553,1.385,1.702,0.923,1.2765
3414,34.09964,-118.31397,2.458,1.312,1.639,0.875,1.22925
3415,34.10297,-118.31398,2.574,1.402,1.716,0.934,1.287
3416,34.08001,-118.31398,2.446,1.327,1.63,0.884,1.2225
3417,34.04373,-118.31404,2.167,1.153,1.445,0.769,1.08375
3418,34.07969,-118.31405,2.447,1.328,1.631,0.885,1.22325
3419,34.09249,-118.31407,2.397,1.283,1.598,0.856,1.1985
3420,34.09406,-118.31408,2.41,1.29,1.607,0.86,1.20525
3421,34.08193,-118.31408,2.431,1.316,1.621,0.877,1.21575
3422,34.04396,-118.31408,2.168,1.154,1.445,0.769,1.08375
3423,34.0653,-118.31409,2.353,1.26,1.568,0.84,1.176
3424,34.04596,-118.31409,2.18,1.159,1.453,0.773,1.08975
3425,34.04417,-118.31409,2.169,1.154,1.446,0.77,1.0845
3426,34.10082,-118.31414,2.49,1.338,1.66,0.892,1.245
3427,34.03415,-118.31416,2.112,1.127,1.408,0.751,1.056
3428,34.04442,-118.31421,2.171,1.155,1.447,0.77,1.08525
3429,34.09348,-118.31424,2.403,1.287,1.602,0.858,1.2015
3430,34.09306,-118.31424,2.399,1.285,1.6,0.857,1.2
3431,34.09405,-118.31425,2.407,1.289,1.605,0.859,1.20375
3432,34.05391,-118.31425,2.241,1.193,1.494,0.796,1.1205
3433,34.05386,-118.31429,2.24,1.193,1.494,0.795,1.1205
3434,34.08697,-118.31431,2.393,1.287,1.595,0.858,1.19625
3435,34.10281,-118.3144,2.565,1.398,1.71,0.932,1.2825
3436,34.09249,-118.3144,2.392,1.282,1.595,0.854,1.19625
3437,34.0659,-118.3144,2.358,1.263,1.572,0.842,1.179
3438,34.09347,-118.31441,2.4,1.286,1.6,0.857,1.2
3439,34.06348,-118.31441,2.334,1.249,1.556,0.833,1.167
3440,34.06259,-118.31442,2.326,1.244,1.55,0.829,1.1625
3441,34.10491,-118.31443,2.647,1.446,1.765,0.964,1.32375
3442,34.06427,-118.31443,2.342,1.254,1.561,0.836,1.17075
3443,34.03178,-118.31444,2.097,1.12,1.398,0.747,1.0485
3444,34.04574,-118.31449,2.177,1.158,1.452,0.772,1.089
3445,34.08274,-118.31455,2.418,1.307,1.612,0.872,1.209
3446,34.09207,-118.31456,2.386,1.279,1.591,0.852,1.19325
3447,34.05621,-118.31461,2.263,1.207,1.508,0.805,1.131
3448,34.05603,-118.31461,2.261,1.206,1.507,0.804,1.13025
3449,34.0577,-118.31462,2.277,1.216,1.518,0.81,1.1385
3450,34.0915,-118.31465,2.38,1.276,1.587,0.85,1.19025
3451,34.05368,-118.31467,2.238,1.192,1.492,0.795,1.119
3452,34.08192,-118.3147,2.421,1.31,1.614,0.874,1.2105
3453,34.10459,-118.31471,2.633,1.446,1.756,0.964,1.317
3454,34.06357,-118.31472,2.334,1.25,1.556,0.833,1.167
3455,34.09249,-118.31473,2.387,1.28,1.591,0.853,1.19325
3456,34.09207,-118.31473,2.383,1.278,1.589,0.852,1.19175
3457,34.06751,-118.31483,2.372,1.272,1.581,0.848,1.18575
3458,34.08232,-118.31486,2.416,1.307,1.61,0.871,1.2075
3459,34.09161,-118.31492,2.377,1.274,1.584,0.849,1.188
3460,34.09205,-118.31497,2.38,1.276,1.586,0.851,1.1895
3461,34.10433,-118.31506,2.621,1.446,1.748,0.964,1.311
3462,34.10373,-118.31507,2.597,1.428,1.731,0.952,1.29825
3463,34.09405,-118.31507,2.395,1.286,1.597,0.857,1.19775
3464,34.09306,-118.31507,2.387,1.281,1.591,0.854,1.19325
3465,34.10455,-118.31508,2.63,1.445,1.754,0.964,1.3155
3466,34.09153,-118.31508,2.373,1.273,1.582,0.849,1.1865
3467,34.10062,-118.31515,2.47,1.335,1.647,0.89,1.23525
3468,34.08192,-118.31519,2.413,1.306,1.609,0.871,1.20675
3469,34.09348,-118.31523,2.388,1.282,1.592,0.855,1.194
3470,34.09306,-118.31523,2.384,1.28,1.589,0.853,1.19175
3471,34.09248,-118.31523,2.379,1.277,1.586,0.851,1.1895
3472,34.09161,-118.31525,2.371,1.272,1.581,0.848,1.18575
3473,34.07583,-118.31531,2.45,1.318,1.633,0.879,1.22475
3474,34.09306,-118.3154,2.382,1.279,1.588,0.853,1.191
3475,34.08547,-118.3154,2.386,1.286,1.59,0.857,1.1925
3476,34.09377,-118.31543,2.387,1.283,1.592,0.855,1.194
3477,34.07652,-118.31548,2.448,1.322,1.632,0.881,1.224
3478,34.03057,-118.3155,2.089,1.116,1.392,0.744,1.044
3479,34.1049,-118.31581,2.642,1.444,1.762,0.962,1.3215
3480,34.03459,-118.31582,2.111,1.127,1.407,0.751,1.05525
3481,34.0315,-118.31583,2.093,1.119,1.396,0.746,1.047
3482,34.03201,-118.31587,2.096,1.12,1.398,0.747,1.0485
3483,34.09203,-118.31592,2.365,1.27,1.576,0.847,1.182
3484,34.09149,-118.31592,2.36,1.267,1.573,0.845,1.17975
3485,34.09149,-118.31608,2.357,1.266,1.572,0.844,1.179
3486,34.03869,-118.31608,2.134,1.138,1.423,0.759,1.06725
3487,34.04596,-118.31609,2.175,1.158,1.45,0.772,1.0875
3488,34.0458,-118.31609,2.175,1.158,1.45,0.772,1.0875
3489,34.04507,-118.31609,2.17,1.156,1.447,0.77,1.08525
3490,34.10419,-118.3161,2.611,1.444,1.741,0.962,1.30575
3491,34.04443,-118.3161,2.167,1.154,1.445,0.769,1.08375
3492,34.10473,-118.31613,2.634,1.443,1.756,0.962,1.317
3493,34.09962,-118.31623,2.427,1.317,1.618,0.878,1.2135
3494,34.09208,-118.31625,2.36,1.269,1.573,0.846,1.17975
3495,34.04269,-118.3164,2.156,1.149,1.438,0.766,1.0785
3496,34.03459,-118.3164,2.11,1.127,1.407,0.751,1.05525
3497,34.0378,-118.31654,2.128,1.136,1.419,0.757,1.06425
3498,34.0673,-118.31655,2.365,1.269,1.577,0.846,1.18275
3499,34.0915,-118.31658,2.35,1.263,1.566,0.842,1.1745
3500,34.03235,-118.31658,2.097,1.121,1.398,0.747,1.0485
3501,34.0475,-118.31667,2.183,1.162,1.455,0.775,1.09125
3502,34.07624,-118.31672,2.429,1.319,1.62,0.879,1.215
3503,34.09248,-118.31674,2.356,1.268,1.571,0.846,1.17825
3504,34.0407,-118.31674,2.144,1.143,1.43,0.762,1.0725
3505,34.09306,-118.31675,2.361,1.272,1.574,0.848,1.1805
3506,34.04131,-118.31676,2.148,1.145,1.432,0.763,1.074
3507,34.04111,-118.31676,2.147,1.144,1.431,0.763,1.07325
3508,34.07876,-118.31678,2.409,1.309,1.606,0.872,1.2045
3509,34.04197,-118.31679,2.152,1.147,1.434,0.765,1.0755
3510,34.03236,-118.31683,2.097,1.12,1.398,0.747,1.0485
3511,34.09306,-118.31691,2.359,1.272,1.572,0.848,1.179
3512,34.09248,-118.31691,2.353,1.267,1.569,0.845,1.17675
3513,34.10081,-118.31696,2.457,1.346,1.638,0.897,1.2285
3514,34.03236,-118.31701,2.096,1.12,1.398,0.747,1.0485
3515,34.09963,-118.31707,2.416,1.319,1.611,0.879,1.20825
3516,34.0915,-118.31707,2.342,1.259,1.561,0.84,1.17075
3517,34.09895,-118.31712,2.409,1.314,1.606,0.876,1.2045
3518,34.10081,-118.31713,2.455,1.347,1.637,0.898,1.22775
3519,34.10013,-118.31713,2.424,1.326,1.616,0.884,1.212
3520,34.06006,-118.31713,2.294,1.227,1.529,0.818,1.14675
3521,34.09276,-118.31719,2.352,1.268,1.568,0.845,1.176
3522,34.10455,-118.31723,2.622,1.441,1.748,0.961,1.311
3523,34.09204,-118.31723,2.344,1.262,1.563,0.842,1.17225
3524,34.1039,-118.31724,2.593,1.441,1.729,0.96,1.29675
3525,34.06792,-118.31728,2.369,1.272,1.579,0.848,1.18425
3526,34.04254,-118.3173,2.154,1.148,1.436,0.765,1.077
3527,34.0357,-118.31736,2.115,1.129,1.41,0.753,1.0575
3528,34.09207,-118.3174,2.342,1.262,1.561,0.841,1.17075
3529,34.09823,-118.31743,2.398,1.309,1.599,0.873,1.19925
3530,34.03921,-118.31748,2.135,1.139,1.423,0.759,1.06725
3531,34.01852,-118.31748,2.016,1.082,1.344,0.721,1.008
3532,34.0925,-118.31749,2.345,1.264,1.563,0.843,1.17225
3533,34.03239,-118.3175,2.096,1.12,1.397,0.747,1.04775
3534,33.98015,-118.31756,1.838,0.999,1.225,0.666,0.91875
3535,34.10482,-118.31757,2.633,1.44,1.756,0.96,1.317
3536,34.09207,-118.31757,2.339,1.261,1.56,0.84,1.17
3537,34.09302,-118.31758,2.348,1.268,1.565,0.845,1.17375
3538,34.06849,-118.31762,2.374,1.274,1.582,0.85,1.1865
3539,34.06554,-118.31762,2.346,1.258,1.564,0.839,1.173
3540,34.10087,-118.31763,2.452,1.35,1.635,0.9,1.22625
3541,34.10621,-118.31768,2.671,1.439,1.781,0.959,1.33575
3542,34.09896,-118.31778,2.4,1.315,1.6,0.877,1.2
3543,34.10225,-118.31781,2.514,1.392,1.676,0.928,1.257
3544,33.9807,-118.31797,1.839,1,1.226,0.666,0.9195
3545,33.97835,-118.31799,1.831,0.996,1.221,0.664,0.91575
3546,34.04482,-118.31803,2.165,1.154,1.443,0.769,1.08225
3547,34.03843,-118.31805,2.129,1.136,1.419,0.758,1.06425
3548,34.04503,-118.31807,2.166,1.154,1.444,0.77,1.083
3549,34.04449,-118.31807,2.163,1.153,1.442,0.769,1.0815
3550,34.03891,-118.31807,2.132,1.138,1.421,0.759,1.06575
3551,34.04307,-118.31808,2.155,1.149,1.437,0.766,1.07775
3552,34.04294,-118.31808,2.154,1.149,1.436,0.766,1.077
3553,34.0428,-118.31808,2.154,1.148,1.436,0.766,1.077
3554,34.04588,-118.31809,2.171,1.157,1.447,0.771,1.08525
3555,34.0456,-118.31809,2.169,1.156,1.446,0.771,1.0845
3556,34.05898,-118.31813,2.281,1.22,1.521,0.813,1.14075
3557,34.10374,-118.3182,2.581,1.439,1.72,0.959,1.29
3558,34.09638,-118.31829,2.369,1.294,1.579,0.862,1.18425
3559,34.09539,-118.3183,2.359,1.285,1.573,0.857,1.17975
3560,34.09518,-118.3183,2.357,1.283,1.572,0.855,1.179
3561,34.10637,-118.31833,2.669,1.437,1.779,0.958,1.33425
3562,34.03456,-118.31835,2.107,1.126,1.404,0.751,1.053
3563,34.26071,-118.31836,2.641,1.425,1.761,0.95,1.32075
3564,34.10046,-118.31847,2.423,1.34,1.615,0.893,1.21125
3565,34.03812,-118.31854,2.126,1.135,1.418,0.757,1.0635
3566,34.04642,-118.31855,2.173,1.158,1.449,0.772,1.08675
3567,34.09974,-118.31856,2.397,1.323,1.598,0.882,1.1985
3568,34.04392,-118.31856,2.159,1.151,1.439,0.767,1.07925
3569,34.03732,-118.3186,2.122,1.133,1.415,0.755,1.06125
3570,34.03301,-118.3186,2.097,1.121,1.398,0.748,1.0485
3571,34.10767,-118.31862,2.669,1.435,1.779,0.957,1.33425
3572,34.0442,-118.31862,2.16,1.152,1.44,0.768,1.08
3573,34.03457,-118.31869,2.106,1.126,1.404,0.75,1.053
3574,34.09329,-118.31872,2.333,1.265,1.555,0.843,1.16625
3575,34.09301,-118.31872,2.33,1.262,1.554,0.841,1.1655
3576,34.09623,-118.31873,2.361,1.292,1.574,0.861,1.1805
3577,34.09498,-118.31873,2.349,1.28,1.566,0.853,1.1745
3578,34.09398,-118.31873,2.34,1.271,1.56,0.847,1.17
3579,34.09734,-118.31874,2.372,1.302,1.581,0.868,1.18575
3580,34.04956,-118.31874,2.19,1.166,1.46,0.777,1.095
3581,34.0942,-118.31876,2.341,1.273,1.561,0.849,1.17075
3582,34.10077,-118.31879,2.434,1.35,1.622,0.9,1.2165
3583,34.10013,-118.3188,2.402,1.33,1.602,0.887,1.2015
3584,34.09639,-118.31884,2.361,1.293,1.574,0.862,1.1805
3585,34.05756,-118.31885,2.266,1.211,1.51,0.807,1.1325
3586,34.10619,-118.31886,2.666,1.436,1.778,0.957,1.3335
3587,34.05082,-118.31886,2.2,1.172,1.467,0.781,1.10025
3588,33.97482,-118.31888,1.818,0.99,1.212,0.66,0.909
3589,34.04495,-118.31889,2.164,1.154,1.443,0.769,1.08225
3590,34.01024,-118.31897,1.933,1.059,1.289,0.706,0.96675
3591,34.02927,-118.31902,2.076,1.111,1.384,0.741,1.038
3592,34.05633,-118.31904,2.253,1.204,1.502,0.803,1.1265
3593,34.10017,-118.31912,2.4,1.332,1.6,0.888,1.2
3594,34.0509,-118.31917,2.2,1.172,1.467,0.782,1.10025
3595,34.1034,-118.3192,2.558,1.432,1.706,0.955,1.2795
3596,34.04641,-118.31921,2.172,1.157,1.448,0.772,1.086
3597,34.10768,-118.31924,2.666,1.434,1.777,0.956,1.33275
3598,34.04602,-118.31925,2.169,1.156,1.446,0.771,1.0845
3599,34.04502,-118.31925,2.164,1.154,1.443,0.769,1.08225
3600,34.04574,-118.31926,2.168,1.156,1.445,0.77,1.08375
3601,34.10021,-118.31927,2.4,1.334,1.6,0.889,1.2
3602,34.04419,-118.31927,2.159,1.151,1.439,0.768,1.07925
3603,34.10073,-118.31928,2.426,1.35,1.617,0.9,1.21275
3604,34.04009,-118.31928,2.136,1.14,1.424,0.76,1.068
3605,34.11717,-118.31932,2.674,1.425,1.783,0.95,1.33725
3606,34.09517,-118.31934,2.342,1.28,1.561,0.854,1.17075
3607,34.09342,-118.31935,2.325,1.263,1.55,0.842,1.1625
3608,34.09329,-118.31935,2.324,1.262,1.549,0.841,1.16175
3609,34.09315,-118.31935,2.322,1.26,1.548,0.84,1.161
3610,34.09188,-118.31935,2.31,1.248,1.54,0.832,1.155
3611,34.09188,-118.31935,2.31,1.248,1.54,0.832,1.155
3612,34.09707,-118.31936,2.36,1.299,1.573,0.866,1.17975
3613,34.0947,-118.31936,2.337,1.276,1.558,0.85,1.1685
3614,34.0939,-118.31936,2.329,1.268,1.553,0.845,1.16475
3615,34.09301,-118.31936,2.321,1.259,1.547,0.839,1.16025
3616,34.10074,-118.31944,2.424,1.351,1.616,0.901,1.212
3617,34.10463,-118.31955,2.618,1.436,1.745,0.957,1.30875
3618,34.10496,-118.31956,2.634,1.436,1.756,0.957,1.317
3619,34.10628,-118.31959,2.663,1.435,1.776,0.956,1.332
3620,34.106,-118.31959,2.663,1.435,1.775,0.957,1.33125
3621,34.10767,-118.31962,2.664,1.433,1.776,0.956,1.332
3622,33.9998,-118.31962,1.906,1.03,1.271,0.687,0.95325
3623,34.03325,-118.3197,2.097,1.122,1.398,0.748,1.0485
3624,34.03869,-118.31974,2.127,1.136,1.418,0.758,1.0635
3625,34.04475,-118.31975,2.161,1.153,1.441,0.768,1.08075
3626,34.04294,-118.31976,2.151,1.148,1.434,0.765,1.0755
3627,34.04105,-118.31976,2.141,1.143,1.427,0.762,1.07025
3628,34.04279,-118.31977,2.15,1.147,1.434,0.765,1.0755
3629,34.09356,-118.31978,2.32,1.263,1.546,0.842,1.1595
3630,34.09301,-118.31978,2.314,1.257,1.543,0.838,1.15725
3631,34.09637,-118.31979,2.347,1.292,1.565,0.861,1.17375
3632,34.09511,-118.31979,2.335,1.278,1.556,0.852,1.167
3633,34.10767,-118.3198,2.664,1.433,1.776,0.955,1.332
3634,34.10019,-118.31981,2.392,1.335,1.595,0.89,1.19625
3635,34.09538,-118.31983,2.337,1.281,1.558,0.854,1.1685
3636,34.09524,-118.31983,2.335,1.28,1.557,0.853,1.16775
3637,34.10431,-118.3199,2.6,1.436,1.733,0.957,1.29975
3638,34.09994,-118.31991,2.381,1.329,1.587,0.886,1.19025
3639,34.10495,-118.31999,2.632,1.435,1.755,0.957,1.31625
3640,33.99987,-118.31999,1.906,1.03,1.271,0.687,0.95325
3641,34.10767,-118.32,2.663,1.432,1.775,0.955,1.33125
3642,34.10652,-118.32006,2.662,1.433,1.774,0.956,1.3305
3643,34.10668,-118.32007,2.662,1.433,1.774,0.955,1.3305
3644,34.10685,-118.32012,2.662,1.433,1.774,0.955,1.3305
3645,34.06051,-118.32016,2.291,1.227,1.527,0.818,1.14525
3646,34.03298,-118.3203,2.094,1.121,1.396,0.747,1.047
3647,34.03446,-118.32037,2.103,1.125,1.402,0.75,1.0515
3648,34.03568,-118.32038,2.109,1.128,1.406,0.752,1.0545
3649,34.09273,-118.32041,2.305,1.252,1.537,0.835,1.15275
3650,34.04238,-118.32041,2.147,1.146,1.431,0.764,1.07325
3651,34.093,-118.32042,2.308,1.255,1.539,0.837,1.15425
3652,34.04433,-118.32042,2.158,1.151,1.438,0.767,1.0785
3653,34.03426,-118.3205,2.101,1.124,1.401,0.749,1.05075
3654,34.05414,-118.32053,2.229,1.19,1.486,0.793,1.1145
3655,34.10073,-118.32055,2.421,1.354,1.614,0.903,1.2105
3656,34.05134,-118.3206,2.202,1.174,1.468,0.783,1.101
3657,34.03298,-118.32061,2.094,1.121,1.396,0.747,1.047
3658,34.10477,-118.32062,2.625,1.434,1.75,0.956,1.3125
3659,34.05475,-118.32064,2.234,1.194,1.49,0.796,1.1175
3660,34.10046,-118.32065,2.408,1.347,1.605,0.898,1.20375
3661,34.04818,-118.32065,2.178,1.161,1.452,0.774,1.089
3662,34.05812,-118.32068,2.267,1.213,1.511,0.809,1.13325
3663,34.05299,-118.32072,2.217,1.183,1.478,0.789,1.1085
3664,34.11396,-118.32077,2.665,1.425,1.777,0.95,1.33275
3665,34.10695,-118.32079,2.659,1.431,1.773,0.954,1.32975
3666,34.10682,-118.32079,2.659,1.432,1.772,0.954,1.329
3667,34.10669,-118.3208,2.659,1.432,1.772,0.954,1.329
3668,34.0941,-118.32086,2.318,1.267,1.545,0.845,1.15875
3669,34.09341,-118.32086,2.31,1.259,1.54,0.839,1.155
3670,34.09201,-118.32086,2.293,1.243,1.529,0.829,1.14675
3671,34.03739,-118.32086,2.118,1.132,1.412,0.755,1.059
3672,34.09136,-118.3209,2.285,1.236,1.524,0.824,1.143
3673,34.05246,-118.32094,2.212,1.18,1.474,0.787,1.1055
3674,34.11001,-118.32095,2.661,1.428,1.774,0.952,1.3305
3675,34.10959,-118.32095,2.66,1.429,1.774,0.952,1.3305
3676,34.10945,-118.32095,2.66,1.429,1.773,0.953,1.32975
3677,34.11099,-118.32096,2.661,1.427,1.774,0.952,1.3305
3678,34.11044,-118.32096,2.661,1.428,1.774,0.952,1.3305
3679,34.10987,-118.32096,2.66,1.428,1.774,0.952,1.3305
3680,34.11147,-118.32097,2.662,1.427,1.775,0.951,1.33125
